39,この本は一貫性が欠けており、いくつかの章は他の章と矛盾しているように感じられます。テーマの扱いが不安定で、読み手を混乱させる可能性があります。,11,1,2023-02-08 0:00:00,2023-02-08 0:00:00,一貫性がなく混乱を招く,2
40,著者の独創的な視点と新しいアプローチが本書の大きな魅力です。既存の枠組みを超えた思考が新鮮で、読者に新たな洞察を与えてくれます。,11,1,2023-02-09 0:00:00,2023-02-09 0:00:00,独創的な視点が光る,5
41,本書は非常に実用的で、具体的なガイドラインやアドバイスが満載ですが、創造性や新しいアイデアには欠けているようです。特定の目的には役立ちますが、全体的な革新性は低いです。,12,1,2023-02-10 0:00:00,2023-02-10 0:00:00,実用的だが創造性に欠ける,3
42,この本には情報が豊富に含まれていますが、それらが十分に整理されておらず、読者にとっては理解しにくいかもしれません。構造化や分類が改善されれば、より有用なリソースになるでしょう。,12,1,2023-02-11 0:00:00,2023-02-11 0:00:00,情報が豊富だが整理されていない,3
43,トピックに関する興味深い洞察が含まれていますが、研究はいくつかの点で不完全です。より広範なデータや分析があれば、主張がより説得力を持つでしょう。,13,1,2023-02-12 0:00:00,2023-02-12 0:00:00,興味深いが不完全な研究,3
44,本書は現代社会の重要な問題に深く切り込んでおり、その洞察は読者に新たな視点を与えます。著者の鋭い観察力が際立っています。,13,1,2023-02-13 0:00:00,2023-02-13 0:00:00,現代的な問題への深い洞察,4
45,この本は教育的な価値が非常に高く、特に若い読者や学生にとって有益なリソースとなるでしょう。重要なテーマと概念が分かりやすく説明されています。,14,1,2023-02-14 0:00:00,2023-02-14 0:00:00,教育的価値が高い,4
46,本書は一般的なトピックをユニークな視点から捉えており、読者に新たな考え方を提供します。内容のオリジナリティが本の大きな魅力です。,14,1,2023-02-15 0:00:00,2023-02-15 0:00:00,ユニークな視点,4
47,まぁまぁ面白かったけど、普通の本って感じ。もう少し何か刺激的なものがあればなと思ったけど、読むのには問題なし。,15,1,2023-02-16 0:00:00,2023-02-16 0:00:00,まぁまぁかな、普通の本,3
48,最初はあまり期待してなかったけど、思ったより面白くてよかった！新しい視点が得られたし、考えさせられる部分も多かった。,15,1,2023-02-17 0:00:00,2023-02-17 0:00:00,思ったより面白くてよかった！,4
49,この本は本当に役立つ情報が満載だった。分かりやすくて実用的な内容で、すぐにでも使えるアイデアがたくさんあった。,16,1,2023-02-18 0:00:00,2023-02-18 0:00:00,役立つ情報が満載！,5
50,内容は興味深いけど、ちょっと専門的すぎて難解だったかな。もう少し初心者にも分かりやすい説明があると良かったのに。,16,1,2023-02-19 0:00:00,2023-02-19 0:00:00,ちょっと難解だったかな,3
51,この本はすごく分かりやすくて素晴らしかった！専門的な内容も簡単に理解できるように説明されていて、初心者にもピッタリ。,17,1,2023-02-20 0:00:00,2023-02-20 0:00:00,分かりやすくて素晴らしい！,4
52,この本、内容が思ったより薄くてがっかりした。もっと幅広い情報や深い分析を期待してたんだけどな。タイトルに惹かれたけど、中身はいまいちだった。,17,1,2023-02-21 0:00:00,2023-02-21 0:00:00,内容が薄くてがっかり,2
53,かなり専門的な内容で、少し理解しにくい部分があった。もう少し初心者にも優しい言葉遣いだと良かったかもしれない。,18,1,2023-02-22 0:00:00,2023-02-22 0:00:00,ちょっと専門的過ぎるかも,3
54,少し難しい部分もあったけど、読み応えのある本だった。じっくりと読んで理解することで、大きな価値を得られるはず。,18,1,2023-02-23 0:00:00,2023-02-23 0:00:00,ちょっと難しいけど価値あり,4
55,すごく手軽に読める本で、サクサク進むから退屈しない！忙しいときにちょっと読むのに最適だったよ。,19,1,2023-02-24 0:00:00,2023-02-24 0:00:00,手軽に読めて良かった！,4
56,この本はめちゃくちゃ役立ったよ！実用的で具体的なアドバイスがたくさんあって、すぐにでも使える。,19,1,2023-02-25 0:00:00,2023-02-25 0:00:00,めちゃくちゃ役立つ！,5
57,知ってることが多くて、あまり新しい情報はなかった。既にある程度知識がある人には物足りないかも。,20,1,2023-02-26 0:00:00,2023-02-26 0:00:00,あまり新しくなかった,2
58,本をサクサク読めて、とても面白かった。話がわかりやすく、難しいことはあまり書かれていないから、気軽に楽しめる！,20,1,2023-02-27 0:00:00,2023-02-27 0:00:00,サクサク読めて面白い！,4
59,読み始める前はちょっと違う内容を期待してたけど、読んでみたら予想外に面白かったよ。いろいろと考えさせられる部分があって良かった。,21,1,2023-02-28 0:00:00,2023-02-28 0:00:00,ちょっと予想外だったけど良かった,4
60,普通の本だけど、役立つ情報がいくつかあった。特に新しいことはないけど、基本的なことを学ぶにはちょうどいいかな。,21,1,2023-03-01 0:00:00,2023-03-01 0:00:00,普通だけど役立つ,3
61,面白いけど、初心者にはちょっと難しいかもしれない。もう少し簡単な言葉で説明してくれてたらもっと理解しやすかったな。,22,1,2023-03-02 0:00:00,2023-03-02 0:00:00,初心者にはちょっと難しいかも,3
62,具体的で実践的な内容が満載で、すごく役立つ！実生活で直接使えるヒントやアイデアがいっぱいあって、読む価値は大きいと思う。,22,1,2023-03-03 0:00:00,2023-03-03 0:00:00,具体的で実践的,5
63,この本は初心者にピッタリの解説がされてて、すごく分かりやすかった！難しいトピックも簡単に理解できるようになってるから、初めて学ぶ人には最適だと思う。,23,1,2023-03-04 0:00:00,2023-03-04 0:00:00,初心者にピッタリの解説,4
64,今まで気づかなかった新鮮な視点がたくさんあって、読むのが楽しかった。,23,1,2023-03-05 0:00:00,2023-03-05 0:00:00,新しい視点が気に入った,5
65,ためになる情報がいっぱいの本だった。読んでいて新しい発見がたくさんあり、とても勉強になった。,24,1,2023-03-06 0:00:00,2023-03-06 0:00:00,すごくためになる！,4
66,この本は基本的なことがしっかりと学べて、とても役立った。初心者や基礎を学びたい人には最適な一冊だと思う。,24,1,2023-03-07 0:00:00,2023-03-07 0:00:00,基本的なことがしっかり学べる,4
67,内容は面白いんだけど、もう少し詳しい情報が欲しかったかな。ある程度知ってる人には物足りないかもしれない。,25,1,2023-03-08 0:00:00,2023-03-08 0:00:00,もう少し詳しい情報が欲しかったかな,3
68,この本は初心者におすすめ！分かりやすくて、基本からしっかり学べるから、これから始めたい人にピッタリだと思うよ。,25,1,2023-03-09 0:00:00,2023-03-09 0:00:00,初心者におすすめの良書！,4
69,本当に実用的でためになる内容だった！仕事や日常生活で役立つ知識やヒントが満載で、読んでいて得した気分になったよ。,26,1,2023-03-10 0:00:00,2023-03-10 0:00:00,実用的でためになる,5
70,この本はサクサク読めて、とても気に入った！重たい話題も軽快に書かれていて、飽きさせない内容だった。,26,1,2023-03-11 0:00:00,2023-03-11 0:00:00,サクサク読めて気に入った,4
71,この本を読んで、目からウロコの情報がいっぱいだった！普段は気づかないことや新しい知識が得られて嬉しい。,27,1,2023-03-12 0:00:00,2023-03-12 0:00:00,目からウロコの情報がいっぱい！,5
72,興味深いトピックだけど、ちょっと専門的すぎて難しかったな。もう少し読みやすかったら良かったかも。,27,1,2023-03-13 0:00:00,2023-03-13 0:00:00,ちょっと専門的すぎたかな…,3
73,この本を読んだけど、内容がちょっと薄いと感じたな。もっと深い分析や具体例があれば、もっと良かったと思う。,28,1,2023-03-14 0:00:00,2023-03-14 0:00:00,内容が薄いと感じた,2
74,内容は基本的ですが、特に初学者には非常に役立つ情報が含まれています。,28,1,2023-03-15 0:00:00,2023-03-15 0:00:00,基本的だが役立つ,4
75,テーマに対する深い洞察と詳細な分析で引き込まれた。,29,1,2023-03-16 0:00:00,2023-03-16 0:00:00,深い洞察に満ちた一冊,5
76,この本は手軽に読めて、とても楽しい！難しいテーマも簡単に理解できるように書かれていて、読むのがストレスフリーだった。,29,1,2023-03-17 0:00:00,2023-03-17 0:00:00,手軽に読めて楽しい,4
77,内容は面白いんだけど、もう少し具体的な内容がほしかったかな。ちょっと抽象的すぎる部分があって、具体例があればもっと理解しやすかったと思う。,30,1,2023-03-18 0:00:00,2023-03-18 0:00:00,もう少し具体的な内容がほしかった,3
78,この本を読んで、たくさんの新しい知識が得られた。分かりやすくて読みやすいし、興味深いトピックが盛りだくさんだった。,30,1,2023-03-19 0:00:00,2023-03-19 0:00:00,知識が増える良書,5
79,この本は基本的なことが中心だったけど、それが逆に役に立った。初心者や基礎を固めたい人にはぴったりの内容だと思う。,31,1,2023-03-20 0:00:00,2023-03-20 0:00:00,基本的だけど役に立つ,4
80,読んでいて考えさせられる内容が多くて良かった。新しい視点やアイデアがあって、いろいろと考えるきっかけになった。,31,1,2023-03-21 0:00:00,2023-03-21 0:00:00,考えさせられる内容が多かった,4
81,いろいろ評判を聞いて期待していたけど、いまいちピンとこなかった部分もあったな。面白いところもあったけどね。,32,1,2023-03-22 0:00:00,2023-03-22 0:00:00,いまいちピンとこなかった部分も,2
82,内容は少し専門的だったけど、その分勉強になった。新しい知識やスキルを学ぶのに良い一冊だと思う。,32,1,2023-03-23 0:00:00,2023-03-23 0:00:00,ちょっと専門的だけど勉強になる,4
83,日々の生活や仕事にすぐに活かせるアドバイスがいっぱいあって、役に立った。,33,1,2023-03-24 0:00:00,2023-03-24 0:00:00,具体的で実用的、大満足！,5
84,この本を読んで、いくつかの点で考え方が変わるかもしれない。新しい視点やアプローチが提供されていて、刺激を受けた。,33,1,2023-03-25 0:00:00,2023-03-25 0:00:00,考え方が変わるかも,4
85,面白い部分もあったけど、全体としては少し物足りなさを感じたな。もっと詳しい情報や深い分析があれば、もっと良かったと思う。,34,1,2023-03-26 0:00:00,2023-03-26 0:00:00,少し物足りなさを感じた,3
86,.分かりやすくて、初心者でもすぐに理解できる内容だった。,34,1,2023-03-27 0:00:00,2023-03-27 0:00:00,初心者でも分かりやすい,4
87,表面的な説明が多くて、もっと深く掘り下げてほしかった部分がたくさんあった。,35,1,2023-03-28 0:00:00,2023-03-28 0:00:00,内容が薄くてガッカリした,2
88,評判を聞いて期待していたけど、読んでみたら期待していたほどの内容ではなかったな。もっと深い分析があれば良かったと思う。,35,1,2023-03-29 0:00:00,2023-03-29 0:00:00,期待していたほどではなかった,3
89,知ってることが多くて、あまり新しい情報はなかった。既にある程度知識がある人には物足りないかも。,36,1,2023-03-30 0:00:00,2023-03-30 0:00:00,あまり新しくなかった,2
90,読み始める前はちょっと違う内容を期待してたけど、読んでみたら予想外に面白かったよ。いろいろと考えさせられる部分があって良かった。,36,1,2023-03-31 0:00:00,2023-03-31 0:00:00,ちょっと予想外だったけど良かった,4
91,この本はサクサク読めて、とても気に入った！重たい話題も軽快に書かれていて、飽きさせない内容だった。,37,1,2023-04-01 0:00:00,2023-04-01 0:00:00,サクサク読めて気に入った,4
92,提示されているアイデアや概念は興味深いものの、より詳細な研究や証拠が必要だと感じました。内容が表面的に感じられる部分があります。,37,1,2023-04-02 0:00:00,2023-04-02 0:00:00,詳細な研究が必要,3
93,本書は基本的な概念から応用的な内容まで幅広くカバーしており、初学者から上級者まで幅広い読者に適しています。,38,1,2023-04-03 0:00:00,2023-04-03 0:00:00,基本から応用まで,5
94,この本は初心者におすすめ！分かりやすくて、基本からしっかり学べるから、これから始めたい人にピッタリだと思うよ。,38,1,2023-04-04 0:00:00,2023-04-04 0:00:00,初心者におすすめの良書！,4
95,読みやすい文体ですが、トピックに関する深い分析や新しい情報が不足していると感じました。一般的な読者には適していますが、より専門的な内容を期待する人には物足りないかもしれません。,39,1,2023-04-05 0:00:00,2023-04-05 0:00:00,読みやすいが深みに欠ける,3
96,この本は特定の分野における実践的な指針を提供し、具体的な例や事例研究が豊富です。実務に直接役立つアドバイスが含まれています。,39,1,2023-04-06 0:00:00,2023-04-06 0:00:00,実践的な指針,4
97,専門的な用語が多く、少し読みづらかったです。初心者には難解かもしれません。,40,1,2023-04-07 0:00:00,2023-04-07 0:00:00,技術的に正確だが読みづらい,3
98,この本からは新しいアイデアをたくさん得ることができた。読んでいてわくわくするし、何か新しいことを始めたくなるような刺激があった。,40,1,2023-04-08 0:00:00,2023-04-08 0:00:00,アイデアが豊富で刺激的,5
99,この本は基本的なことがしっかりと学べて、とても役立った。初心者や基礎を学びたい人には最適な一冊だと思う。,41,1,2023-04-09 0:00:00,2023-04-09 0:00:00,基本的なことがしっかり学べる,4
100,本書は非常に読みやすいですが、内容が表層的で深い洞察には欠けています。初心者向けですが、より詳細な情報を求める読者には物足りないかもしれません。,41,1,2023-04-10 0:00:00,2023-04-10 0:00:00,読みやすいが表層的,3
101,本書はタイトルが示す通りの内容を提供しており、期待を裏切りません。分かりやすい説明と有用な情報が満載です。,42,1,2023-04-11 0:00:00,2023-04-11 0:00:00,期待に応える内容,4
102,この本はすごく分かりやすくて素晴らしかった！専門的な内容も簡単に理解できるように説明されていて、初心者にもピッタリ。,42,1,2023-04-12 0:00:00,2023-04-12 0:00:00,分かりやすくて素晴らしい！,4
103,この本は一貫性が欠けており、いくつかの章は他の章と矛盾しているように感じられます。テーマの扱いが不安定で、読み手を混乱させる可能性があります。,43,1,2023-04-13 0:00:00,2023-04-13 0:00:00,一貫性がなく混乱を招く,2
104,この本には情報が豊富に含まれていますが、それらが十分に整理されておらず、読者にとっては理解しにくいかもしれません。構造化や分類が改善されれば、より有用なリソースになるでしょう。,43,1,2023-04-14 0:00:00,2023-04-14 0:00:00,情報が豊富だが整理されていない,3
105,普通の本だけど、役立つ情報がいくつかあった。特に新しいことはないけど、基本的なことを学ぶにはちょうどいいかな。,44,1,2023-04-15 0:00:00,2023-04-15 0:00:00,普通だけど役立つ,3
106,この本は初心者にピッタリの解説がされてて、すごく分かりやすかった！難しいトピックも簡単に理解できるようになってるから、初めて学ぶ人には最適だと思う。,44,1,2023-04-16 0:00:00,2023-04-16 0:00:00,初心者にピッタリの解説,4
107,最初はあまり期待してなかったけど、思ったより面白くてよかった！新しい視点が得られたし、考えさせられる部分も多かった。,45,1,2023-04-17 0:00:00,2023-04-17 0:00:00,思ったより面白くてよかった！,4
108,この本は本当に役立つ情報が満載だった。分かりやすくて実用的な内容で、すぐにでも使えるアイデアがたくさんあった。,45,1,2023-04-18 0:00:00,2023-04-18 0:00:00,役立つ情報が満載！,5
109,内容は興味深いけど、ちょっと専門的すぎて難解だったかな。もう少し初心者にも分かりやすい説明があると良かったのに。,46,1,2023-04-19 0:00:00,2023-04-19 0:00:00,ちょっと難解だったかな,3
110,少し難しい部分もあったけど、読み応えのある本だった。じっくりと読んで理解することで、大きな価値を得られるはず。,46,1,2023-04-20 0:00:00,2023-04-20 0:00:00,ちょっと難しいけど価値あり,4
111,すごく手軽に読める本で、サクサク進むから退屈しない！忙しいときにちょっと読むのに最適だったよ。,47,1,2023-04-21 0:00:00,2023-04-21 0:00:00,手軽に読めて良かった！,4
112,この本はめちゃくちゃ役立ったよ！実用的で具体的なアドバイスがたくさんあって、すぐにでも使える。,47,1,2023-04-22 0:00:00,2023-04-22 0:00:00,めちゃくちゃ役立つ！,5
113,具体的で実践的な内容が満載で、すごく役立つ！実生活で直接使えるヒントやアイデアがいっぱいあって、読む価値は大きいと思う。,48,1,2023-04-23 0:00:00,2023-04-23 0:00:00,具体的で実践的,5
114,内容は面白いんだけど、もう少し詳しい情報が欲しかったかな。ある程度知ってる人には物足りないかもしれない。,48,1,2023-04-24 0:00:00,2023-04-24 0:00:00,もう少し詳しい情報が欲しかったかな,3
115,この本は特定の分野における実践的な指針を提供し、具体的な例や事例研究が豊富です。実務に直接役立つアドバイスが含まれています。,49,1,2023-04-25 0:00:00,2023-04-25 0:00:00,実践的な指針,4
116,今まで気づかなかった新鮮な視点がたくさんあって、読むのが楽しかった。,49,1,2023-04-26 0:00:00,2023-04-26 0:00:00,新しい視点が気に入った,5
117,面白いけど、初心者にはちょっと難しいかもしれない。もう少し簡単な言葉で説明してくれてたらもっと理解しやすかったな。,50,1,2023-04-27 0:00:00,2023-04-27 0:00:00,初心者にはちょっと難しいかも,3
118,ためになる情報がいっぱいの本だった。読んでいて新しい発見がたくさんあり、とても勉強になった。,50,1,2023-04-28 0:00:00,2023-04-28 0:00:00,すごくためになる！,4
119,具体的で実践的な内容が満載で、すごく役立つ！実生活で直接使えるヒントやアイデアがいっぱいあって、読む価値は大きいと思う。,51,1,2023-04-29 0:00:00,2023-04-29 0:00:00,具体的で実践的,5
120,読み始める前はちょっと違う内容を期待してたけど、読んでみたら予想外に面白かったよ。いろいろと考えさせられる部分があって良かった。,51,1,2023-04-30 0:00:00,2023-04-30 0:00:00,ちょっと予想外だったけど良かった,4
121,この本を読んで、目からウロコの情報がいっぱいだった！普段は気づかないことや新しい知識が得られて嬉しい。,52,1,2023-05-01 0:00:00,2023-05-01 0:00:00,目からウロコの情報がいっぱい！,5
122,この本は手軽に読めて、とても楽しい！難しいテーマも簡単に理解できるように書かれていて、読むのがストレスフリーだった。,52,1,2023-05-02 0:00:00,2023-05-02 0:00:00,手軽に読めて楽しい,4
123,この本を読んだけど、内容がちょっと薄いと感じたな。もっと深い分析や具体例があれば、もっと良かったと思う。,53,1,2023-05-03 0:00:00,2023-05-03 0:00:00,内容が薄いと感じた,2
124,この本は初心者におすすめ！分かりやすくて、基本からしっかり学べるから、これから始めたい人にピッタリだと思うよ。,53,1,2023-05-04 0:00:00,2023-05-04 0:00:00,初心者におすすめの良書！,4
125,内容は面白いんだけど、もう少し具体的な内容がほしかったかな。ちょっと抽象的すぎる部分があって、具体例があればもっと理解しやすかったと思う。,54,1,2023-05-05 0:00:00,2023-05-05 0:00:00,もう少し具体的な内容がほしかった,3
126,この本は基本的なことが中心だったけど、それが逆に役に立った。初心者や基礎を固めたい人にはぴったりの内容だと思う。,54,1,2023-05-06 0:00:00,2023-05-06 0:00:00,基本的だけど役に立つ,4
127,この本を読んで、いくつかの点で考え方が変わるかもしれない。新しい視点やアプローチが提供されていて、刺激を受けた。,55,1,2023-05-07 0:00:00,2023-05-07 0:00:00,考え方が変わるかも,4
128,読んでいて考えさせられる内容が多くて良かった。新しい視点やアイデアがあって、いろいろと考えるきっかけになった。,55,1,2023-05-08 0:00:00,2023-05-08 0:00:00,考えさせられる内容が多かった,4
129,評判を聞いて期待していたけど、読んでみたら期待していたほどの内容ではなかったな。もっと深い分析があれば良かったと思う。,56,1,2023-05-09 0:00:00,2023-05-09 0:00:00,期待していたほどではなかった,3
130,.分かりやすくて、初心者でもすぐに理解できる内容だった。,56,1,2023-05-10 0:00:00,2023-05-10 0:00:00,初心者でも分かりやすい,4
131,この本を読んで、たくさんの新しい知識が得られた。分かりやすくて読みやすいし、興味深いトピックが盛りだくさんだった。,57,1,2023-05-11 0:00:00,2023-05-11 0:00:00,知識が増える良書,5
132,この本は初心者にピッタリの解説がされてて、すごく分かりやすかった！難しいトピックも簡単に理解できるようになってるから、初めて学ぶ人には最適だと思う。,57,1,2023-05-12 0:00:00,2023-05-12 0:00:00,初心者にピッタリの解説,4
133,まぁまぁ面白かったけど、普通の本って感じ。もう少し何か刺激的なものがあればなと思ったけど、読むのには問題なし。,58,1,2023-05-13 0:00:00,2023-05-13 0:00:00,まぁまぁかな、普通の本,3
134,この本は教育的な価値が非常に高く、特に若い読者や学生にとって有益なリソースとなるでしょう。重要なテーマと概念が分かりやすく説明されています。,58,1,2023-05-14 0:00:00,2023-05-14 0:00:00,教育的価値が高い,4
135,いろいろ評判を聞いて期待していたけど、いまいちピンとこなかった部分もあったな。面白いところもあったけどね。,59,1,2023-05-15 0:00:00,2023-05-15 0:00:00,いまいちピンとこなかった部分も,2
136,面白い部分もあったけど、全体としては少し物足りなさを感じたな。もっと詳しい情報や深い分析があれば、もっと良かったと思う。,59,1,2023-05-16 0:00:00,2023-05-16 0:00:00,少し物足りなさを感じた,3
137,今まで気づかなかった新鮮な視点がたくさんあって、読むのが楽しかった。,60,1,2023-05-17 0:00:00,2023-05-17 0:00:00,新しい視点が気に入った,5
138,かなり専門的な内容で、少し理解しにくい部分があったな。もう少し初心者にも優しい言葉遣いだと良かったかもしれない。,60,1,2023-05-18 0:00:00,2023-05-18 0:00:00,ちょっと専門的過ぎるかも,3
139,この本は基本的なことがしっかりと学べて、とても役立った。初心者や基礎を学びたい人には最適な一冊だと思う。,61,1,2023-05-19 0:00:00,2023-05-19 0:00:00,基本的なことがしっかり学べる,4
140,内容がちょっと退屈で、途中で読むのが大変だった。面白いところもあったけど、全体的にはもう少し何かが欲しかったな。,61,1,2023-05-20 0:00:00,2023-05-20 0:00:00,ちょっと退屈だったかな,2
141,この本はとても分かりやすくて、初心者向けだと思う。専門的なトピックも簡潔に説明されていて、初めて学ぶ人にはぴったり。,62,1,2023-05-21 0:00:00,2023-05-21 0:00:00,分かりやすくて初心者向け,4
